,MSSubClass,MSZoning,Neighborhood,Condition1,HouseStyle,OverallQual,YearBuilt,Exterior1st,MasVnrType,ExterQual,Foundation,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageArea,SalePrice
827,20,3,20,2,2,7,2001,13,2,2,2,2,1454.0,1434,1434,2,2,6,527.0,189000
828,60,3,4,2,5,5,1967,10,2,3,2,4,1013.0,1160,2126,2,3,7,538.0,185000
829,160,1,21,2,5,7,2005,8,2,2,2,2,600.0,520,1223,2,2,4,480.0,147400
830,20,3,12,2,2,6,1957,6,1,3,1,4,1392.0,1392,1392,1,3,6,458.0,166000
831,160,1,21,2,5,7,2005,8,2,3,2,2,600.0,520,1200,2,2,4,480.0,151000
832,60,3,5,2,5,7,2003,13,1,2,2,2,941.0,941,1829,2,2,7,613.0,237000
833,20,3,12,2,2,6,1964,6,1,3,1,4,1516.0,1516,1516,1,3,6,472.0,167000
834,20,3,12,2,2,5,1961,13,1,3,1,4,1144.0,1144,1144,1,3,6,456.0,139950
835,20,3,19,2,2,4,1950,13,2,3,1,2,1067.0,1067,1067,2,2,4,436.0,128000
836,30,4,17,2,2,5,1948,13,2,3,0,4,1559.0,1559,1559,1,3,5,812.0,153500
837,160,4,2,2,5,6,1973,6,1,3,1,4,483.0,483,987,1,3,5,264.0,100000
838,20,3,5,2,2,5,1995,13,2,3,2,2,1099.0,1099,1099,1,2,6,352.0,144000
839,50,3,7,2,0,5,1946,8,2,3,1,4,768.0,768,1200,1,3,6,240.0,130500
840,70,2,18,2,5,6,1925,14,2,3,0,4,672.0,810,1482,2,1,7,400.0,140000
841,70,4,17,2,5,5,1904,8,2,3,2,4,650.0,958,1539,2,2,8,686.0,157500
842,80,3,12,2,7,6,1966,6,1,3,1,4,1127.0,1165,1165,1,3,6,490.0,174900
843,90,3,12,0,2,5,1961,3,2,3,1,4,1800.0,1800,1800,2,3,10,0.0,141000
844,50,4,17,0,0,5,1915,14,2,3,0,4,876.0,876,1416,1,3,7,720.0,153900
845,85,3,19,5,6,5,1975,6,2,3,1,2,1390.0,1701,1701,2,3,6,611.0,171000
846,60,3,20,2,5,7,1993,6,1,2,2,2,740.0,1006,1775,2,2,7,425.0,213000
847,20,3,5,2,2,5,1972,6,2,3,1,4,864.0,864,864,1,3,5,338.0,133500
848,50,3,4,2,0,6,1908,14,2,3,0,4,907.0,1307,2358,3,3,10,360.0,240000
849,80,3,24,1,7,6,1976,10,1,2,1,4,528.0,1094,1855,2,3,7,512.0,187000
850,120,4,5,2,2,6,2003,13,1,2,2,2,848.0,848,848,1,2,3,420.0,131500
851,120,3,0,2,2,8,2003,13,1,2,2,2,1273.0,1456,1456,2,2,7,400.0,215000
852,75,3,6,2,4,7,1941,8,2,3,1,4,918.0,918,1646,2,3,7,240.0,164000
853,80,3,12,2,7,6,1964,8,1,3,1,4,1127.0,1445,1445,1,3,7,645.0,158000
854,20,3,19,2,2,5,1955,14,2,3,1,4,1763.0,1779,1779,1,3,6,454.0,170000
855,20,3,19,2,2,5,1962,6,2,3,1,4,1040.0,1040,1040,1,3,6,260.0,127000
856,80,3,5,2,7,6,1978,10,2,3,1,2,940.0,1026,1026,1,3,5,576.0,147000
857,60,3,8,2,5,6,1994,6,2,3,2,2,702.0,702,1481,2,3,6,343.0,174000
858,20,3,14,2,2,7,1976,6,1,3,1,2,1090.0,1370,1370,2,3,6,479.0,152000
859,60,3,14,3,5,6,1968,6,1,3,1,4,1054.0,1512,2654,2,2,9,619.0,250000
860,50,3,6,2,0,7,1918,14,2,2,0,4,912.0,912,1426,1,2,7,216.0,189950
861,190,3,19,2,2,5,1965,10,2,3,2,4,1039.0,1039,1039,1,3,6,504.0,131500
862,20,3,20,2,2,6,1984,6,2,3,2,2,1040.0,1097,1097,2,3,6,480.0,152000
863,20,3,12,2,2,5,1959,3,2,3,1,4,1148.0,1148,1148,1,3,6,672.0,132500
864,20,1,21,2,2,7,2007,13,2,2,2,0,1372.0,1372,1372,2,2,6,529.0,250580
865,20,3,12,2,2,5,1970,8,1,3,1,4,1002.0,1002,1002,1,3,5,902.0,148500
866,20,3,23,2,2,8,2006,13,3,2,2,2,1638.0,1646,1646,2,2,6,870.0,248900
867,20,3,19,1,2,4,1961,13,2,3,1,4,1040.0,1120,1120,1,1,5,544.0,129000
868,60,3,8,1,5,5,1948,10,2,3,3,3,0.0,1547,2320,2,3,7,672.0,169000
869,60,3,20,2,5,7,1993,8,1,2,2,2,1050.0,1062,1949,2,2,8,574.0,236000
870,20,3,12,4,2,5,1962,8,2,3,1,4,894.0,894,894,1,3,5,308.0,109500
871,60,3,5,2,5,6,1998,13,1,3,2,2,804.0,804,1682,2,2,7,523.0,200500
872,20,3,12,2,2,5,1953,15,2,2,4,4,105.0,910,910,1,2,5,414.0,116000
873,40,3,12,2,2,5,1949,6,2,2,1,4,832.0,1036,1268,1,3,6,288.0,133000
874,50,4,17,0,0,5,1941,14,2,3,1,4,676.0,676,1131,1,3,5,200.0,66500
875,60,1,21,2,5,8,2007,5,2,2,2,2,1184.0,1184,2610,2,0,11,550.0,303477
876,20,3,11,2,2,4,1963,6,2,3,2,4,1064.0,1040,1040,1,3,5,648.0,132250
877,60,3,16,2,5,9,2004,13,3,2,2,0,1462.0,1462,2224,2,0,10,738.0,350000
878,85,3,19,2,6,5,1961,6,2,3,1,4,1109.0,1155,1155,1,2,6,576.0,148000
879,20,3,5,2,2,5,1978,13,1,2,1,4,864.0,864,864,1,3,6,336.0,136500
880,20,3,7,2,2,5,2005,13,2,3,2,0,1090.0,1090,1090,1,3,5,450.0,157000
881,50,3,23,2,0,7,1990,6,1,2,1,2,1156.0,1187,1717,2,2,7,400.0,187500
882,60,3,8,2,5,6,1992,13,2,3,2,2,808.0,808,1593,2,3,7,389.0,178000
883,75,3,18,2,3,4,1912,14,2,2,2,4,795.0,954,2230,1,3,10,440.0,118500
884,20,3,12,2,2,5,1967,6,1,3,1,4,892.0,892,892,1,3,5,288.0,100000
885,120,1,21,2,2,9,1999,8,1,2,2,0,1698.0,1709,1709,2,2,5,506.0,328900
886,90,3,12,2,2,5,1959,8,1,3,1,4,1626.0,1712,1712,2,3,8,588.0,145000
887,50,3,7,2,0,5,1955,8,2,3,2,4,816.0,872,1393,1,3,8,300.0,135500
888,20,3,12,2,2,8,1970,14,2,2,2,4,2217.0,2217,2217,2,2,8,621.0,268000
889,20,3,12,1,2,6,1953,14,1,3,1,4,1505.0,1505,1505,1,3,6,505.0,149500
890,50,3,12,0,0,5,1949,8,2,3,1,4,672.0,672,924,1,3,6,576.0,122900
891,60,3,19,2,5,6,1978,6,1,3,1,4,918.0,918,1683,2,3,7,440.0,172500
892,20,3,19,2,2,6,1963,6,2,3,1,4,1059.0,1068,1068,1,3,6,264.0,154500
893,20,3,19,4,2,5,1954,14,2,3,2,2,1383.0,1383,1383,1,3,6,354.0,165000
894,90,3,20,2,2,5,1979,10,2,3,3,3,0.0,1535,1535,2,3,8,400.0,118858
895,60,3,12,2,5,6,1963,6,1,3,1,4,780.0,983,1796,1,3,8,483.0,140000
896,30,4,9,2,2,4,1936,14,2,3,0,4,951.0,951,951,1,3,6,327.0,106500
897,90,3,20,1,5,5,1979,10,2,3,3,3,0.0,1120,2240,2,3,12,528.0,142953
898,20,3,16,2,2,9,2009,13,3,0,2,0,2330.0,2364,2364,2,0,11,820.0,611657
899,20,3,19,1,2,5,1961,6,2,3,1,4,912.0,1236,1236,1,3,6,288.0,135000
900,20,3,12,2,2,4,1971,6,2,3,1,4,858.0,858,858,1,3,4,684.0,110000
901,20,3,12,2,2,5,1957,8,2,3,1,4,992.0,1306,1306,1,3,5,756.0,153000
902,60,3,8,2,5,7,2003,13,2,2,2,2,783.0,807,1509,2,2,8,393.0,180000
903,20,3,8,2,2,7,2006,13,1,2,2,2,1670.0,1670,1670,2,2,7,690.0,240000
904,20,3,19,2,2,5,1967,6,1,3,1,4,876.0,902,902,1,3,6,288.0,125500
905,20,3,12,2,2,5,1954,6,3,3,1,4,1056.0,1063,1063,1,3,6,280.0,128000
906,20,3,21,2,2,8,2006,13,3,2,2,2,1623.0,1636,1636,2,2,8,865.0,255000
907,50,3,6,2,0,7,1936,3,2,2,1,2,1017.0,1020,2057,1,2,6,180.0,250000
908,20,3,11,2,2,5,1983,6,2,3,1,2,864.0,902,902,1,3,5,484.0,131000
909,60,3,8,2,5,6,2005,13,2,2,2,2,742.0,742,1484,2,2,8,390.0,174000
910,90,3,12,1,5,5,1960,8,1,3,1,4,1105.0,1105,2274,2,3,12,480.0,154300
911,20,3,5,2,2,5,1977,6,2,3,1,2,1268.0,1268,1268,1,2,5,252.0,143500
912,30,4,3,2,2,5,1925,8,2,3,0,4,768.0,1015,1015,1,3,6,450.0,88000
913,90,2,6,2,5,5,1949,8,2,3,1,4,1001.0,1001,2002,2,3,8,871.0,145000
914,160,1,21,2,5,6,2009,13,3,2,2,2,612.0,612,1224,2,2,4,528.0,173733
915,160,4,10,2,5,4,1970,5,1,3,1,4,546.0,546,1092,1,3,6,286.0,75000
916,20,0,9,2,2,2,1949,0,2,3,1,4,480.0,480,480,0,3,4,308.0,35311
917,20,3,7,2,2,4,1956,13,2,3,1,4,1134.0,1229,1229,1,3,6,284.0,135000
918,60,3,20,2,5,7,1991,6,2,2,2,0,1104.0,912,2127,2,2,8,833.0,238000
919,20,3,12,2,2,6,1958,8,2,0,1,2,1184.0,1414,1414,1,3,6,601.0,176500
920,60,3,20,2,5,6,1994,6,1,2,2,2,928.0,936,1721,2,2,7,471.0,201000
921,90,3,7,1,0,5,1900,8,2,3,1,4,1272.0,1272,2200,2,3,9,0.0,145900
922,20,3,8,6,2,6,2005,13,2,2,2,2,1316.0,1316,1316,2,2,6,397.0,169990
923,120,3,20,2,2,6,1993,10,2,2,2,2,1604.0,1617,1617,2,2,5,533.0,193000
924,20,3,14,2,2,6,1980,10,1,3,1,2,1686.0,1686,1686,2,3,7,612.0,207500
925,20,3,14,2,2,5,1977,13,2,3,2,2,1126.0,1126,1126,2,0,6,540.0,175000
926,60,3,16,2,5,8,2003,13,1,2,2,2,1181.0,1234,2374,2,0,10,656.0,285000
927,60,3,14,1,5,7,1968,8,1,3,1,4,832.0,1098,1978,2,3,9,486.0,176000
928,20,3,5,2,2,8,2001,13,2,2,2,2,1753.0,1788,1788,2,0,7,522.0,236500
929,60,3,8,2,5,7,1997,6,1,3,2,2,964.0,993,2236,2,2,8,642.0,222000
930,20,3,23,2,2,8,2007,13,2,2,2,2,1466.0,1466,1466,2,2,7,610.0,201000
931,20,3,12,2,2,5,1965,13,2,3,1,4,925.0,925,925,1,3,5,429.0,117500
932,20,3,21,8,2,9,2006,13,3,0,2,0,1905.0,1905,1905,2,0,8,788.0,320000
933,20,3,5,2,2,7,2004,13,1,2,2,2,1500.0,1500,1500,2,2,6,570.0,190000
934,20,3,12,3,2,7,1960,14,2,3,1,2,585.0,2069,2069,2,2,9,505.0,242000
935,30,3,3,2,2,4,1926,8,1,3,2,1,600.0,747,747,1,3,5,528.0,79900
936,20,3,20,2,2,7,2003,13,2,2,2,2,1176.0,1200,1200,2,2,5,555.0,184900
937,60,3,21,2,5,7,2005,13,2,2,2,2,1113.0,1113,1971,2,2,8,689.0,253000
938,60,3,5,2,5,7,2006,13,2,2,2,2,1391.0,1391,1962,2,2,7,868.0,239799
939,70,3,4,2,5,7,1940,8,2,3,1,4,1032.0,1207,2403,2,3,10,349.0,244400
940,90,3,11,2,2,6,1976,10,2,3,1,4,1728.0,1728,1728,2,3,8,574.0,150900
941,60,3,8,8,5,7,1999,13,1,2,2,2,992.0,1022,2060,2,2,8,390.0,214000
942,90,3,7,2,2,4,1977,8,2,3,2,2,1440.0,1440,1440,2,3,8,0.0,150000
943,90,3,11,2,2,5,1967,6,2,3,1,4,1632.0,1632,1632,2,3,8,576.0,143000
944,20,3,23,2,7,6,1958,6,1,3,1,4,819.0,1344,1344,1,2,7,525.0,137500
945,50,4,17,2,0,5,1890,13,2,3,0,4,1088.0,1188,1869,1,3,7,456.0,124900
946,80,3,12,2,7,5,1959,6,1,3,1,4,1144.0,1144,1144,1,3,6,796.0,143000
947,20,3,23,2,2,8,2002,13,1,2,2,2,1616.0,1629,1629,2,2,9,808.0,270000
948,60,3,5,2,5,7,2002,13,1,2,2,2,936.0,936,1776,2,2,7,474.0,192500
949,20,3,14,2,2,6,1972,10,2,3,1,4,1161.0,1381,1381,1,2,5,676.0,197500
950,20,3,12,2,2,5,1950,13,2,3,1,4,864.0,864,864,1,2,5,720.0,129000
951,20,2,20,2,2,5,1965,13,2,3,1,4,828.0,965,965,1,3,6,300.0,119900
952,85,3,5,2,6,5,1972,15,2,3,1,2,768.0,768,768,1,3,5,396.0,133900
953,60,3,11,2,5,5,1969,6,1,3,1,4,784.0,1168,1968,2,3,7,530.0,172000
954,90,3,7,2,6,6,1975,15,1,3,1,2,945.0,980,980,2,3,4,0.0,127500
955,90,2,6,2,5,6,1946,8,1,3,1,2,979.0,979,1958,2,3,8,492.0,145000
956,160,4,1,2,5,6,1980,8,2,3,1,2,561.0,561,1229,1,3,5,462.0,124000
957,20,3,19,2,2,5,1962,8,2,3,1,4,1057.0,1057,1057,1,3,6,576.0,132000
958,20,3,5,2,2,7,2003,13,2,2,2,2,1337.0,1337,1337,2,2,6,531.0,185000
959,160,1,21,2,5,7,1999,8,2,2,2,2,696.0,696,1416,2,2,6,484.0,155000
960,20,3,3,2,2,5,1958,14,2,3,1,4,858.0,858,858,1,3,4,0.0,116500
961,60,3,14,4,5,6,1977,6,1,3,1,2,1330.0,1542,2872,2,3,11,619.0,272000
962,160,3,13,2,5,6,1976,10,2,3,1,2,804.0,804,1548,2,2,7,440.0,155000
963,20,3,5,2,2,9,2007,13,2,2,2,0,1800.0,1800,1800,2,0,7,702.0,239000
964,60,3,23,2,5,7,2002,13,1,2,2,2,817.0,824,1894,2,2,8,510.0,214900
965,60,3,8,6,5,6,2005,13,2,2,2,2,783.0,783,1484,2,2,8,393.0,178900
966,50,3,6,2,0,5,1940,8,2,2,0,4,728.0,976,1308,1,3,7,256.0,160000
967,20,3,12,2,2,5,1955,14,1,3,1,4,1098.0,1098,1098,1,3,6,260.0,135000
968,50,4,17,2,0,3,1910,13,2,3,0,4,600.0,600,968,1,3,6,0.0,37900
969,190,3,12,2,7,6,1958,6,1,3,1,4,588.0,1095,1095,1,3,6,264.0,140000
970,50,3,12,2,0,4,1949,0,2,3,1,4,720.0,720,1192,1,3,6,0.0,135000
971,160,3,16,2,5,7,2003,13,3,2,2,2,764.0,764,1626,2,2,6,474.0,173000
972,120,3,20,2,2,6,1979,10,2,3,1,2,918.0,918,918,2,3,5,264.0,99500
973,20,1,21,2,2,7,2007,5,2,2,2,2,1428.0,1428,1428,2,2,6,480.0,182000
974,70,3,3,6,5,7,1910,6,2,3,0,2,728.0,1136,2019,1,2,8,532.0,167500
975,160,1,21,2,5,7,2000,8,2,2,2,2,673.0,673,1382,2,2,6,490.0,165000
976,30,3,3,2,2,4,1923,14,2,3,2,2,440.0,869,869,1,1,4,0.0,85500
977,120,1,21,2,2,7,2006,13,2,2,2,2,1241.0,1241,1241,1,2,4,569.0,199900
978,20,3,7,2,2,4,1954,8,2,3,1,4,894.0,894,894,1,3,5,400.0,110000
979,20,3,19,1,2,5,1963,13,2,3,2,4,1121.0,1121,1121,1,3,5,480.0,139000
980,85,3,12,2,6,7,1961,5,3,0,1,4,944.0,999,999,1,0,6,588.0,178400
981,60,3,15,2,5,8,1998,13,1,2,2,2,1225.0,1276,2612,2,2,8,676.0,336000
982,20,3,0,2,2,7,2007,13,1,2,2,2,1266.0,1266,1266,2,2,6,388.0,159895
983,60,3,5,2,5,8,2002,5,2,2,2,2,1128.0,1149,2290,2,2,9,779.0,255900
984,90,3,11,2,0,5,1977,10,2,3,1,3,0.0,1302,1734,2,2,8,539.0,126000
985,190,3,7,2,2,5,1950,8,2,3,1,4,1164.0,1164,1164,1,3,5,240.0,125000
986,50,4,17,1,0,6,1910,13,2,3,1,4,485.0,1001,1635,1,2,5,255.0,117000
987,20,3,16,2,2,9,2009,13,3,0,2,0,1930.0,1940,1940,2,0,8,606.0,395192
988,60,3,14,2,5,6,1976,10,1,3,1,4,848.0,1118,2030,2,2,8,551.0,195000
989,60,1,21,2,5,7,2006,13,2,2,2,2,770.0,778,1576,2,2,6,614.0,197000
990,60,3,15,2,5,8,1997,13,1,2,2,2,1396.0,1407,2392,2,2,7,870.0,348000
991,70,4,17,0,5,8,1882,14,2,2,0,4,916.0,916,1742,1,2,8,424.0,168000
992,60,3,12,2,5,6,1964,14,1,3,1,4,822.0,1020,1851,2,2,7,440.0,187000
993,60,3,5,2,5,6,2005,13,2,3,2,2,750.0,750,1500,2,2,6,564.0,173900
994,20,3,16,2,2,10,2006,5,3,0,2,0,1700.0,1718,1718,2,0,7,786.0,337500
995,50,3,3,1,0,4,1946,8,2,3,1,4,747.0,774,1230,1,3,5,305.0,121600
996,20,3,12,2,2,5,1961,14,2,3,1,4,1050.0,1050,1050,1,3,6,368.0,136500
997,20,3,14,3,2,6,1970,6,1,3,1,4,1442.0,1442,1442,2,3,6,615.0,185000
998,30,4,9,2,2,3,1922,14,2,3,0,4,1007.0,1077,1077,1,3,6,210.0,91000
999,20,3,5,2,2,7,2006,13,3,2,2,2,1187.0,1208,1208,2,2,6,632.0,206000
1000,20,3,7,2,2,3,1952,2,2,3,3,3,0.0,944,944,1,1,4,528.0,82000
1001,30,3,17,2,2,5,1920,14,2,3,0,1,691.0,691,691,1,0,4,216.0,86000
1002,20,3,21,6,2,8,2006,13,1,2,2,2,1574.0,1574,1574,2,2,7,824.0,232000
1003,90,3,14,1,2,5,1976,13,1,3,1,4,1680.0,1680,1680,2,3,8,528.0,136905
1004,120,3,0,2,2,7,2005,13,1,2,2,2,1346.0,1504,1504,2,2,7,457.0,181000
1005,80,3,5,2,7,5,1977,6,1,2,1,2,985.0,985,985,2,3,6,328.0,149900
1006,20,3,12,4,2,6,1970,10,2,3,1,2,1657.0,1657,1657,2,3,7,484.0,163500
1007,160,4,10,2,5,4,1970,5,2,3,1,4,546.0,546,1092,1,3,6,286.0,88000
1008,20,3,11,2,2,7,2004,13,3,2,2,0,1710.0,1710,1710,2,2,7,550.0,240000
1009,50,3,18,2,0,5,1926,14,2,3,0,4,1008.0,1008,1522,2,3,7,0.0,102000
1010,50,3,19,2,0,5,1948,14,2,3,1,4,720.0,720,1271,2,3,7,312.0,135000
1011,90,3,7,2,2,5,1965,1,2,3,1,3,0.0,1664,1664,2,3,8,0.0,100000
1012,70,3,6,2,5,6,1923,14,2,3,2,4,602.0,900,1502,1,2,7,180.0,165000
1013,30,4,17,2,2,5,1910,8,2,3,0,4,1022.0,1022,1022,1,3,4,280.0,85000
1014,20,3,12,0,2,6,1948,8,1,3,1,4,1082.0,1082,1082,1,3,5,240.0,119200
1015,60,3,14,2,5,8,2001,13,2,2,2,2,810.0,810,1665,2,2,6,528.0,227000
1016,20,3,5,2,2,7,1996,13,1,2,2,2,1504.0,1504,1504,2,2,6,478.0,203000
1017,120,3,22,2,2,8,1984,6,2,2,1,2,1220.0,1360,1360,1,2,4,565.0,187500
1018,80,3,8,2,7,7,1991,6,1,2,2,2,384.0,802,1472,2,2,7,402.0,160000
1019,120,3,0,2,2,7,2005,13,1,2,2,2,1362.0,1506,1506,2,2,6,440.0,213490
1020,20,3,7,2,2,4,2005,13,2,3,2,2,1132.0,1132,1132,1,2,5,451.0,176000
1021,20,3,5,2,2,7,2006,13,3,2,2,2,1199.0,1220,1220,2,2,6,632.0,194000
1022,50,4,17,2,0,5,1930,14,2,3,1,4,912.0,912,1248,1,3,6,160.0,87000
1023,120,3,0,2,2,7,2005,13,1,2,2,2,1346.0,1504,1504,2,2,7,437.0,191000
1024,20,3,23,2,2,8,1976,11,2,2,1,2,1565.0,2898,2898,2,2,10,665.0,287000
1025,20,3,5,2,2,5,1972,13,2,3,1,4,882.0,882,882,1,3,5,461.0,112500
1026,20,3,12,1,2,5,1960,8,1,3,1,4,1268.0,1264,1264,1,3,6,461.0,167500
1027,20,3,23,2,2,8,2007,13,3,2,2,2,1638.0,1646,1646,2,2,7,800.0,293077
1028,50,3,12,0,0,5,1941,15,2,3,1,4,768.0,968,1376,1,3,6,240.0,105000
1029,160,4,2,2,5,6,1972,6,1,3,1,4,672.0,672,1218,1,3,7,264.0,118000
1030,190,2,18,2,5,5,1916,13,2,3,2,4,686.0,948,1928,2,3,10,0.0,160000
1031,75,3,18,2,3,7,1920,14,2,3,0,4,824.0,1687,3082,2,3,12,672.0,197000
1032,60,3,15,2,5,8,1993,8,2,2,2,2,1338.0,1352,2520,2,2,10,796.0,310000
1033,20,3,5,2,2,7,2002,13,3,2,2,2,1654.0,1654,1654,2,2,6,900.0,230000
1034,30,3,6,2,2,5,1938,8,2,3,2,1,920.0,954,954,1,1,5,240.0,119750
1035,20,3,7,2,2,4,1957,14,2,3,3,3,0.0,845,845,1,3,5,290.0,84000
1036,20,3,23,2,2,9,2007,13,3,2,2,0,1620.0,1620,1620,2,0,6,912.0,315500
1037,60,3,5,2,5,8,2001,13,1,2,2,2,1055.0,1055,2263,2,2,7,905.0,287000
1038,160,4,10,2,5,4,1970,5,2,3,1,4,546.0,798,1344,1,3,6,0.0,97000
1039,180,4,10,2,6,4,1970,5,2,3,1,2,630.0,630,630,1,3,3,286.0,80000
1040,20,3,19,2,2,5,1957,14,0,3,1,4,1134.0,1803,1803,2,3,8,484.0,155000
1041,60,3,14,1,5,6,1966,6,1,3,1,4,800.0,800,1632,1,2,7,484.0,173000
1042,120,3,16,2,2,6,2005,13,3,2,2,2,1306.0,1306,1306,2,2,5,624.0,196000
1043,60,3,20,2,5,7,1990,6,1,3,2,2,1475.0,1532,2329,2,2,10,514.0,262280
1044,20,3,14,4,2,8,1981,3,2,2,2,2,2524.0,2524,2524,2,2,9,542.0,278000
1045,20,3,7,2,2,3,1955,3,2,3,3,3,0.0,1733,1733,2,3,8,452.0,139600
1046,60,3,22,2,5,9,2005,5,3,2,2,0,1992.0,1992,2868,3,0,11,716.0,556581
1047,20,3,5,2,2,5,1994,13,2,3,2,2,990.0,990,990,1,3,5,672.0,145000
1048,20,3,11,2,2,5,1960,6,1,3,3,3,0.0,1771,1771,1,3,9,336.0,115000
1049,20,3,7,2,2,4,1946,8,2,3,1,3,0.0,930,930,1,2,6,308.0,84900
1050,20,3,8,2,2,7,2007,13,2,2,2,2,1302.0,1302,1302,2,2,6,436.0,176485
1051,20,3,5,2,2,7,2007,13,2,2,2,2,1316.0,1316,1316,2,2,6,440.0,200141
1052,60,3,12,0,5,6,1964,13,0,3,1,4,816.0,1127,1977,1,3,9,540.0,165000
1053,20,3,7,2,2,5,1957,6,3,3,1,4,1216.0,1526,1526,1,3,7,364.0,144500
1054,60,3,5,2,5,8,2002,13,1,2,2,2,1065.0,1091,1989,2,2,7,586.0,255000
1055,20,3,14,2,2,6,1976,10,1,3,1,2,1193.0,1523,1523,2,3,7,478.0,180000
1056,120,3,16,2,2,7,2005,13,3,2,2,2,1364.0,1364,1364,2,2,6,484.0,185850
1057,60,3,15,2,5,7,1994,6,2,2,2,2,973.0,979,1850,2,2,7,467.0,248000
1058,60,3,16,2,5,9,2008,13,3,0,2,0,1104.0,1130,2184,2,0,10,836.0,335000
1059,50,3,6,2,0,6,1932,8,1,3,1,4,854.0,1096,1991,1,3,7,432.0,220000
1060,120,3,22,2,2,8,2001,5,2,2,2,2,1338.0,1338,1338,2,2,6,582.0,213500
1061,30,0,9,2,2,3,1935,8,2,1,1,4,894.0,894,894,1,3,6,1248.0,81000
1062,190,4,17,2,5,5,1900,14,2,3,0,4,662.0,1422,2337,2,3,10,560.0,90000
1063,30,4,17,0,2,6,1925,8,2,3,0,4,1103.0,1103,1103,1,2,5,440.0,110500
1064,20,3,12,2,2,5,1966,10,1,3,1,4,1154.0,1154,1154,1,3,6,480.0,154000
1065,60,3,4,2,5,7,1996,14,2,2,2,0,1306.0,1306,2260,2,2,7,533.0,328000
1066,60,3,8,2,5,6,1993,13,2,2,2,2,799.0,799,1571,2,3,7,380.0,178000
1067,60,3,12,2,5,6,1964,6,1,3,1,4,780.0,798,1611,1,3,7,442.0,167900
1068,160,4,10,2,5,6,1973,5,2,3,1,2,942.0,1291,2521,2,3,10,576.0,151400
1069,45,3,12,2,1,5,1949,8,2,3,1,4,845.0,893,893,1,2,4,576.0,135000
1070,20,3,12,2,2,5,1956,8,1,3,1,4,1048.0,1048,1048,1,3,6,286.0,135000
1071,60,3,14,6,5,6,1968,8,2,3,1,4,727.0,829,1556,1,3,8,441.0,154000
1072,50,3,7,0,0,5,1948,8,2,3,1,1,810.0,1002,1456,1,3,7,280.0,91500
1073,60,3,7,2,5,6,1977,6,1,3,1,4,690.0,698,1426,1,3,6,440.0,159500
1074,20,3,5,2,2,7,2006,13,2,2,2,2,1240.0,1240,1240,2,2,5,826.0,194000
1075,70,3,6,2,5,7,1940,14,2,3,1,4,800.0,960,1740,1,3,6,240.0,219500
1076,50,3,17,2,0,5,1936,14,2,3,1,1,796.0,1096,1466,2,2,7,566.0,170000
1077,20,3,12,2,2,5,1969,13,2,3,1,4,1096.0,1096,1096,1,3,6,299.0,138800
1078,120,4,5,2,2,6,2004,13,1,2,2,2,848.0,848,848,1,2,3,420.0,155900
1079,20,3,5,2,2,5,1994,13,2,3,2,2,990.0,990,990,1,3,5,299.0,126000
1080,20,3,14,2,2,6,1971,13,1,2,1,4,1258.0,1258,1258,2,2,5,528.0,145000
1081,20,3,19,1,2,5,1963,6,2,3,1,4,1040.0,1040,1040,1,3,5,308.0,133000
1082,20,3,5,2,2,7,2002,13,1,2,2,2,1459.0,1459,1459,2,2,6,527.0,192000
1083,20,3,12,2,2,6,1964,6,1,3,1,4,1251.0,1251,1251,1,3,6,461.0,160000
1084,60,3,8,2,5,6,1995,6,2,3,2,2,691.0,691,1498,2,3,6,409.0,187500
1085,85,3,20,2,6,6,1992,6,2,3,2,2,936.0,996,996,1,2,5,564.0,147000
1086,160,4,10,2,5,4,1973,5,2,3,1,4,546.0,546,1092,1,3,6,286.0,83500
1087,60,1,21,2,5,8,2005,13,2,2,2,2,1082.0,1082,1953,2,2,9,1043.0,252000
1088,160,4,7,2,5,7,2004,13,3,2,2,2,970.0,970,1709,2,2,7,380.0,137500
1089,120,1,21,2,2,8,2005,8,2,2,2,2,1247.0,1247,1247,1,2,4,550.0,197000
1090,90,3,12,2,2,3,1950,3,2,3,3,3,0.0,1040,1040,2,3,6,400.0,92900
1091,160,1,21,2,5,7,1999,8,1,2,2,2,600.0,624,1252,2,2,4,462.0,160000
1092,50,3,18,2,0,6,1925,8,2,3,2,4,1181.0,1390,1694,2,3,7,576.0,136500
1093,20,3,12,1,2,5,1965,8,1,3,1,4,864.0,1200,1200,1,2,6,884.0,146000
1094,20,3,12,2,2,5,1956,8,2,3,1,4,936.0,936,936,1,3,4,308.0,129000
1095,20,3,5,2,2,6,2006,13,2,2,2,2,1314.0,1314,1314,2,2,6,440.0,176432
1096,70,4,9,2,5,6,1914,14,2,3,2,4,684.0,773,1355,1,2,7,0.0,127000
1097,120,3,22,2,2,8,1986,6,2,2,1,2,1074.0,1088,1088,1,2,5,461.0,170000
1098,50,4,3,2,0,4,1936,8,2,3,0,4,672.0,757,1324,1,3,6,240.0,128000
1099,20,3,14,6,2,7,1978,10,1,3,1,2,1271.0,1601,1601,2,3,7,478.0,157000
1100,30,3,18,2,2,2,1920,14,2,3,1,4,290.0,438,438,1,1,3,246.0,60000
1101,20,3,12,2,2,5,1971,6,2,3,1,4,950.0,950,950,1,3,5,280.0,119500
